Detection Time,Transaction Hash,Estimated Revenue (ETH)
2024-01-10 16:36:19.629,0xcc56adb86f9925f3af8e18c5261ec58cd7932b35f78870e23b308de301e4f467,0.11961499736835068
2024-01-10 16:42:33.774,0xf93e11d8abe6718dd631a2cde1992a750f92e4b2b5fe7511d2e1fdc6d05b03de,0.08966739734547109
2024-01-10 22:41:39.279,0xe53a0104e1acc24f27f79b4437a407e50d44c24fffa4cbf4ed4c9f31226d66e1,0.0668706536064235
2024-01-10 22:41:44.109,0xec6e10f4ebcefe78674859322339d1a7e11769398056fa3dea5ee61e3521affd,0.35998312579530417
2024-01-10 22:41:44.175,0x701a0917219bcdd37bb357d9c53d917861464023ba2f511f8bbf03489317d91a,0.07163216456600904
2024-01-10 23:30:20.404,0x0902db61c969310b7be8098fba8fe19d54f2aba802bd853a09d0a783aa6bcf7b,0.3891751210598129
2024-01-10 23:30:21.391,0x03d71880c5faadcc3eb004910bbfee6928d5679ab341da2182bd01b17e6c7af2,0.40332399267778773
2024-01-10 23:30:21.624,0xacd778035438f1414496008574d55ae7d75bd3632b8b9e286dd4dd22ccf681b8,0.3891751210598129
2024-01-11 08:29:42.176,0x723ab020317d8f571d84f52b299b98983aa450643a8b4d654813eba86d7c311a,0.13257458995665874
2024-01-11 08:29:42.197,0xb3e731df87efca9480ad298145d67b8062a0f7dd0b47b70c06d563582fcf1112,0.13257458995665874
2024-01-11 08:29:43.253,0x769964e35241ced523340e496003553e460441a25324ad8750712ca6f8b7ced9,0.13705627321939565
2024-01-11 08:29:43.538,0x39eeadc6a1eafa58513bbbc2c8461cd8d7f1092389789b6225add75325a54456,0.11815227052025894
2024-01-11 17:54:33.380,0x27b27b4b405e4d096c1f75e22dce7e40062d8191c49fb2adf67c18abfa8e7d52,0.2973978633114459
2024-01-11 21:56:30.483,0x199f05d292fec852f3acd9c5f2e137a20ed829499293f20141735d44ae3154d4,0.15956137569268752
2024-01-12 09:14:49.852,0x4b9e955aa83222db9f8375a92182ea99267ca42c5481ddfcc5478f9214fef275,0.510462009215576
2024-01-12 09:14:52.782,0x7389c9df78a2f23876ea84ca412a1f2305cf2ed21ea73b3cef39d7ee983f6362,0.06360119349872877
2024-01-12 09:14:52.849,0xb35409233dde38365dfcf20ffe3b84978602f5c5c08313527dc2329cc06b9763,0.06360119349872877
2024-01-12 09:14:53.754,0xe34a99f549c37730688eb9a19e2e14ac0a000f7235f39c26f0515ae4ff9f8f77,0.06360119349872877
2024-01-12 09:14:55.572,0x6bdef73a0e26497e07827b2f8590cf3958817832e9c9fd1adad62f1e3a888cae,0.5210271972390079
2024-01-12 09:14:55.593,0xecef4bb64f1bc52a6b23005abb4dc0823b3baf739b4b9d1b3594556d9f42f7e9,0.5181703603921931
2024-01-12 09:14:56.605,0x7d705f1254e5b3bfe696cb83ff1de0ec9e0c9e45f2f28af0244c852438c444be,0.5181703603921931
2024-01-12 15:32:45.336,0xcf809f34fae5c46771fed4824b583867481166d412876d9a14c2b5ce11a79434,0.05510319423871895
2024-01-12 16:01:22.328,0xa8c9f5d0971ab2130aefabe010302bfb5357ae64d80b7043b0a4fc22203b761a,0.059646963185473925
2024-01-12 17:25:55.915,0xf5ebe2fb8889b75c6c26b386d8c808db8f2e88a5c14b8b8d9762eaee5a09371a,0.07164308723899901
2024-01-12 18:04:31.726,0x7c796582606ba5a68f2b0f188a804fddd91f33b5c1477974f4fcf4ece8c567f0,0.06738222316066067
2024-01-12 20:18:38.660,0x8012e0deb20cf93cf6a11d5942087bb6cdce63d153e4e08937c112c7b1f38ba9,0.32482822515238174
2024-01-12 20:18:38.695,0xd31d9ab604ddc61ddf05c7c9da146bed0a8b77655d88c5247043b08859c9e6e2,0.32482822515238174
2024-01-12 20:18:38.738,0x9b3589f816b0d26eff3a21e1134276ff8638828de38707d7997569ec23bd6ab4,0.32482822515238174
2024-01-12 20:18:38.773,0x1c705941b70420fbbdfde2ffc22583c63200a3d12c379c21f1e5e8909f1334c1,0.32482822515238174
2024-01-12 20:18:38.801,0xf4eb5d36d587f781d763836e8be599d8d48d6d830d7e79c969b4df11a70118b3,0.32482822515238174
2024-01-12 20:18:38.832,0xc8b03979989a500ead6b02babc878669ba81f4916b04ac36638ba3af146d6433,0.32482822515238174
2024-01-12 20:18:38.883,0x6c78be8a8c9d3e33f9fbf6f9d3d7ba810a0fdfcb7d21afe287558e2768553b00,0.32482822515238174
2024-01-12 20:18:38.912,0x4a8ce33b5543097f506ebdd3b1544eef83ab444284e763a87a4b4d80ba64286c,0.32482822515238174
2024-01-12 20:18:38.956,0xa0b89c3e4b5ad204c4e526d94a68b3c139f4128c91387282884e448c20fa9d63,0.32482822515238174
2024-01-12 20:18:38.989,0x511d6268c79adef3fbc91c0df82cb0ae72c36e029fe470311fa92b23477a203b,0.32482822515238174
2024-01-12 20:18:39.028,0x9f406c54cbec5b779197d5e16d7cc40fc0aaf54d357d938eaf1e4c867beb63c9,0.32482822515238174
2024-01-12 20:18:39.063,0x926964a0f4bc8a9bb4cb4fc1413ff78559cf74dafa34cbfdeda2dbefae06dd72,0.32482822515238174
